File,Display name,SHA256,Width,Height,Action,Client ID,Cloudinary public ID,Review exception
Spiral_Up_Games.jpg,Spiral Up Games,739865b08ce6642874d60f8d498f668832531532aa231da8436579bf634c0495,200,71,new,client-renaissance-spiral-up-games-en,renaissance/clients/v4/spiral-up-games-739865b08ce6,
Square_Enix_Collective.jpg,Square Enix Collective,c56c92aeca191f2880d93a24f147cecaf07508521369842d8bb9f2cce0cbaab4,200,200,new,client-renaissance-square-enix-collective-en,renaissance/clients/v4/square-enix-collective-c56c92aeca19,
Starbreeze.jpg,Starbreeze,6f5df8cac3d5286122edae5a4cb4bd76c24c33f8aa1e37e189c7e21ca2cdd6bc,200,183,new,client-renaissance-starbreeze-en,renaissance/clients/v4/starbreeze-6f5df8cac3d5,
Stellar_Jockeys.jpg,Stellar Jockeys,a6b2854b1f619cb593cebed076e0b16b3f1513cd72407b092ffcdcce4ca53915,200,200,new,client-renaissance-stellar-jockeys-en,renaissance/clients/v4/stellar-jockeys-a6b2854b1f61,
Storm_in_a_Teacup.jpg,Storm in a Teacup,a94ff4978dc22380855db51d51d43a1a68b77fa27f6525941746c2f8ae40eabc,200,200,new,client-renaissance-storm-in-a-teacup-en,renaissance/clients/v4/storm-in-a-teacup-a94ff4978dc2,
Stormind_Games.jpg,Stormind Games,cc1aea5a57e7dbb1acf7e3846f7a396c6eb3a1fe65bc53dc8771f39260cb1cee,200,200,new,client-renaissance-stormind-games-en,renaissance/clients/v4/stormind-games-cc1aea5a57e7,
Tate_Multimedia.jpg,Tate Multimedia,1b937b59537050b4349337a30e65573aee26a6bf32708025720381045f4cf41a,200,200,new,client-renaissance-tate-multimedia-en,renaissance/clients/v4/tate-multimedia-1b937b595370,
Team17.jpg,Team17,bd379159b66c949453a203467dcd5a95df07884cbafaf97818a9db7d43a8d90a,200,53,new,client-renaissance-team17-en,renaissance/clients/v4/team17-bd379159b66c,
Tencent_Games.jpg,Tencent Games,5330ba2c08560582a9352fc2eaddf7f04eea2c1f36561cd259eb98110e38cc04,200,200,held,,,Confirm games-brand identity versus the existing Tencent client.
ThatGameCompany.jpg,ThatGameCompany,2a01f4c17a71d944f0d26deeca709e9700c520b26b1d02784959150a0c0a68fe,200,200,new,client-renaissance-thatgamecompany-en,renaissance/clients/v4/thatgamecompany-2a01f4c17a71,
The_Game_Business.jpg,The Game Business,241c0902a3ab2ec2c8e5e1660a46f743ed7e1ded18789eced2031a935b40033f,200,65,new,client-renaissance-the-game-business-en,renaissance/clients/v4/the-game-business-241c0902a3ab,
Thumb_Food.jpg,Thumb Food,6358cf4ffad174d0944ef5a032cf493a74c5461748cc14e379def4e6149d2ba4,200,200,new,client-renaissance-thumb-food-en,renaissance/clients/v4/thumb-food-6358cf4ffad1,
Timi_Studios.jpg,Timi Studios,9fa45590f43a7d12789c686ac8f130f1d71f0699aec0cd1e37ff6934137d0715,144,200,new,client-renaissance-timi-studios-en,renaissance/clients/v4/timi-studios-9fa45590f43a,
